Celebrity Name,Wikipedia Summary,Image URL,gender,profession
Hilary Swank,"Hilary Ann Swank (born July 30, 1974) is an American actress and film producer. Swank first became known in 1992 for her role on the television series Camp Wilder and made her film debut with a minor role in Buffy the Vampire Slayer (1992). She then had her breakthrough for starring as Julie Pierce in The Next Karate Kid (1994), the fourth installment of The Karate Kid franchise, and as Carly Reynolds on the eighth season of Beverly Hills, 90210 (1997–1998).
Swank came to international recognition for her performances as Brandon Teena, in Kimberly Peirce's Boys Don't Cry (1999), and as Maggie Fitzgerald, an aspiring boxer, in Clint Eastwood's Million Dollar Baby (2004). Both performances earned her widespread critical acclaim and numerous accolades, including two Academy Awards for Best Actress. She was named by Time  as one of the 100 most influential people in the world in 2005.
Swank later ventured into producing with the films Amelia (2009), Conviction (2010), You're Not You (2014), and What They Had (2018), in all of which she also starred. Her other notable films include the television film Iron Jawed Angels (2004) and the feature films The Black Dahlia (2006), Freedom Writers (2007), The Resident (2011), The Homesman (2014), Logan Lucky (2017), The Hunt (2020), and Fatale (2020). In 2022, she starred in the television drama series Alaska Daily.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Hilary_Swank_at_28th_Tokyo_International_Film_Festival.jpg/300px-Hilary_Swank_at_28th_Tokyo_International_Film_Festival.jpg,female,American actress and film producer
Holly Hunter,"Holly Hunter (born March 20, 1958) is an American actress.  Hunter won the Academy Award for Best Actress for her performance as Ada McGrath in the 1993 drama film The Piano. She earned three additional Academy Award nominations for Broadcast News (1987), The Firm (1993), and Thirteen (2003). She won two Primetime Emmy Awards for Outstanding Lead Actress in a Limited Series or Movie for the television films Roe vs. Wade (1989) and The Positively True Adventures of the Alleged Texas Cheerleader-Murdering Mom (1993). She also starred in the TNT drama series Saving Grace (2007–2010).
Hunter's other film roles include Raising Arizona (1987), Always (1989), Miss Firecracker (1989), Home for the Holidays (1995), Crash (1996), O Brother, Where Art Thou? (2000), The Incredibles (2004) and its sequel Incredibles 2 (2018), Batman v Superman: Dawn of Justice (2016), and The Big Sick (2017),  the latter of which earned her a Screen Actors Guild Award nomination for Outstanding Performance by a Female Actor in a Supporting Role.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Holly_Hunter_by_Gage_Skidmore.jpg/300px-Holly_Hunter_by_Gage_Skidmore.jpg,female,American actress
Howard Stern,"Howard Allan Stern (born January 12, 1954) is an American broadcaster and media personality. He is best known for his radio show, The Howard Stern Show, which gained popularity when it was nationally syndicated on terrestrial radio from 1986 to 2005. He has broadcast on Sirius XM Radio since 2006.
Stern landed his first radio jobs while at Boston University. From 1976 to 1982, he developed his on-air personality through morning positions at WRNW in Briarcliff Manor, New York; WCCC in Hartford, Connecticut; WWWW in Detroit, Michigan; and WWDC in Washington, D.C. He worked afternoons at WNBC in New York City from 1982 until his firing in 1985. In 1985, he began a 20-year run at WXRK in New York City; his morning show entered syndication in 1986 and aired in 60 markets and attracted 20 million listeners at its peak. In recent years, Stern's photography has been featured in Hamptons and WHIRL magazines. From 2012 to 2015, he served as a judge on America's Got Talent.
Stern has won numerous industry awards, including Billboard's Nationally Syndicated Air Personality of the Year eight consecutive times, and he is the first to have the number one morning show in New York City and Los Angeles simultaneously. He became the most fined radio host when the Federal Communications Commission issued fines totaling $2.5 million to station owners for content it deemed indecent. Stern became one of the highest-paid radio figures after signing a five-year deal with Sirius in 2004 worth $500 million.Stern has described himself as the ""King of All Media"" since 1992 for his successes outside radio. He hosted and produced numerous late-night television shows, pay-per-view events, and home videos. Two of his books, Private Parts (1993) and Miss America (1995), entered The New York Times Best Seller list at number one and sold over one million copies. The former was made into a biographical comedy film in 1997 that had Stern and his radio show staff star as themselves. It topped the US box office in its opening week and grossed $41.2 million domestically. Stern performs on its soundtrack, which charted the Billboard 200 at number one and was certified platinum for one million copies sold. Stern's third book, Howard Stern Comes Again, was released in 2019.",https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Howard_Stern.jpg/300px-Howard_Stern.jpg,male,American broadcaster and media personality
Hugh Grant,"Hugh John Mungo Grant (born 9 September 1960) is an English actor. He established himself early in his career as a charming and vulnerable romantic leading man, and has since transitioned into a more dramatic character actor. Hallmarks of Grant's comic skills include a nonchalant touch of sarcasm and characteristic physical mannerisms. Among his accolades, he has received a British Academy Film Award, a Golden Globe Award, and an Honorary César. As of 2018, his films had grossed a total of nearly US$3 billion worldwide. In 2022, Time Out magazine listed Grant as one of Britain's 50 greatest actors of all time.Grant first received attention for his roles in acclaimed period dramas such as Maurice (1987), for which he won the Volpi Cup for Best Actor, The Remains of the Day (1993) and Sense and Sensibility (1995). Grant emerged as a star with Richard Curtis's romantic comedy Four Weddings and a Funeral (1994), for which he won the Golden Globe and BAFTA Award for Best Actor. He starred in further romantic comedies such as Notting Hill (1999), Bridget Jones's Diary (2001) and its 2004 sequel, About a Boy (2002), Two Weeks Notice (2002), Love Actually (2003), and Music and Lyrics (2007).
During the 2010s, Grant began to take against-type parts, starting with multiple roles in The Wachowskis' science fiction film Cloud Atlas (2012). He received critical acclaim for his roles in Florence Foster Jenkins (2016) and Paddington 2 (2017), receiving two nominations for the BAFTA Award for Best Supporting Actor. He has also starred in Guy Ritchie's action films, including The Gentlemen (2019), and played an Oompa-Loompa in Wonka (2023). He took on television roles in the BBC miniseries A Very English Scandal (2018) and the HBO miniseries The Undoing (2020), earning two nominations for a Primetime Emmy Award for Best Actor.Grant has been outspoken about his antipathy towards the profession of acting, his disdain towards the culture of celebrity, and his hostility towards the media. He emerged as a prominent critic of the conduct of Rupert Murdoch's News Corporation during the News International phone hacking scandal.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Hugh_Grant_in_2014.jpg/300px-Hugh_Grant_in_2014.jpg,male,English actor
Hugh Jackman,"Hugh Michael Jackman  (born 12 October 1968) is an Australian actor. Beginning in theatre and television, Jackman landed his breakthrough role as Wolverine in the X-Men film series (2000–2017, 2024), a role that earned him the Guinness World Record for ""longest career as a live-action Marvel character"", until his record was surpassed by Patrick Stewart as Charles Xavier in May 2022. Prominent on both screen and stage, he has received various accolades, including a Primetime Emmy Award, a Grammy Award and two Tony Awards, along with nominations for an Academy Award and a British Academy Film Award. Jackman was appointed a Companion of the Order of Australia in 2019.
Jackman has headlined films in various genres, including the romantic comedy Kate & Leopold (2001), the action-horror Van Helsing (2004), the drama The Prestige (2006), the period romance Australia (2008), the musical Les Misérables (2012), the thriller Prisoners (2013), the musical The Greatest Showman (2017), the political drama The Front Runner (2018), and the crime drama Bad Education (2019). For his role as Jean Valjean in Les Misérables, he was nominated for the Academy Award for Best Actor and won a Golden Globe Award for Best Actor, and for The Greatest Showman soundtrack, Jackman received a Grammy Award for Best Compilation Soundtrack. He also provided voice roles in the animated films Flushed Away, Happy Feet (both 2006), and Rise of the Guardians (2012).
Jackman is also known for his early theatre roles in the original Australian productions of Beauty and the Beast as Gaston in 1995 and Sunset Boulevard as Joe Gillis in 1996. He earned a Laurence Olivier Award nomination for his performance as Curly McLain in the West End revival of Oklahoma! in 1998. In 2002, he was in an Off-Broadway concert of Carousel as Billy Bigelow. On Broadway, he won the 2004 Tony Award and Drama Desk Award for Best Actor in a Musical for his role of Peter Allen in The Boy from Oz. From 2021 to 2023 Jackman starred as con man Harold Hill in the Broadway revival of the musical The Music Man, earning another Tony Award nomination. A four-time host of the Tony Awards, he won an Emmy Award for hosting the 2005 ceremony. He also hosted the 81st Academy Awards in 2009.",https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Logan_Japan_Premiere_Red_Carpet-_Hugh_Jackman_%2838445328406%29_%28rotated%29.jpg/300px-Logan_Japan_Premiere_Red_Carpet-_Hugh_Jackman_%2838445328406%29_%28rotated%29.jpg,male,Australian actor
Hugh Laurie,"James Hugh Calum Laurie  (; born 11 June 1959) is an English actor, comedian, writer, and musician. He first gained recognition for his work as one half of the comedy double act Fry and Laurie with Stephen Fry. The two acted together in a number of projects during the 1980s and 1990s, including the BBC sketch comedy series A Bit of Fry & Laurie and the P. G. Wodehouse adaptation Jeeves and Wooster. From 1986 to 1989 he appeared in three series of the period comedy Blackadder, first as a guest star in the last two episodes of Blackadder II, before joining the main cast in Blackadder the Third, and going on to appear in Blackadder Goes Forth and many specials.
From 2004 to 2012, Laurie starred as Dr. Gregory House on the Fox medical drama series House. He received two Golden Globe Awards and many other accolades for the role. He was listed in the 2011 Guinness World Records as the most watched leading man on television and was one of the highest-paid actors in a television drama at the time, earning $409,000 (£250,000) per episode. By the end of the series, he was earning $700,000 an episode. His other television credits include appearing in the London-based Friends episode, ""The One with Ross's Wedding"" (1998), starring as arms dealer Richard Onslow Roper in the miniseries The Night Manager (2016), for which he won his third Golden Globe and playing Senator Tom James in the HBO sitcom Veep (2012–2019), for which he received his 10th Emmy Award nomination.
Laurie has appeared in films, Peter's Friends (1992), Sense and Sensibility (1995), 101 Dalmatians (1996), The Borrowers (1997), The Man in the Iron Mask (1998), Stuart Little (1999), Life with Judy Garland: Me and My Shadows (2001), Flight of the Phoenix (2004), Arthur Christmas (2011) in which he voiced Steven Claus, and The Personal History of David Copperfield (2020).Outside of acting, Laurie released the blues albums Let Them Talk (2011) and Didn't It Rain (2013), both to favourable reviews. He wrote the novel The Gun Seller (1996). He was appointed OBE in the 2007 New Year Honours and CBE in the 2018 New Year Honours, both for services to drama.",https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Hugh_Laurie%2C_from_a_bit_of_Fry_%26_Laurie%2C_http---en.wikipedia.org-wiki-Hugh_laurie_%289450843901%29_%28cropped%29.jpg/300px-Hugh_Laurie%2C_from_a_bit_of_Fry_%26_Laurie%2C_http---en.wikipedia.org-wiki-Hugh_laurie_%289450843901%29_%28cropped%29.jpg,male,"English actor, comedian, writer, and musician"
Hugo Weaving,"Hugo Wallace Weaving  (born 4 April 1960) is a British actor. He is the recipient of six Australian Academy of Cinema and Television Arts Awards (AACTA) and has been recognised as an Honorary Officer of the Order of Australia. Born in Colonial Nigeria to English parents, he has resided in Australia for the entirety of his career.
Weaving landed his first major role as English cricket captain Douglas Jardine on the Australian television series Bodyline (1984). He rose to prominence with his appearances in the Australian films Proof (1991) and The Adventures of Priscilla, Queen of the Desert (1994), winning his first AACTA Award for Best Actor in a Leading Role for the former. By the turn of the millennium, Weaving achieved international recognition through roles in mainstream American productions. His most notable film roles include Agent Smith in the first three The Matrix films (1999–2003), Elrond in The Lord of the Rings (2001–2003) and The Hobbit (2012–2014) trilogies, the title character in V for Vendetta (2005), and Johann Schmidt / Red Skull in the Marvel Cinematic Universe (MCU) film Captain America: The First Avenger (2011).
In addition to his live action appearances, Weaving has had several voice over roles, including in the films Babe (1995), Happy Feet (2006) and Happy Feet Two (2011), and the Transformers series as Megatron (2007–2011). He reprised his roles of Agent Smith and Elrond in Matrix and Lord of the Rings video game adaptations.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/MJK_08925_Hugo_Weaving_%28Berlinale_2018%29_bw43.jpg/300px-MJK_08925_Hugo_Weaving_%28Berlinale_2018%29_bw43.jpg,male,British actor
Ian McKellen,"Sir Ian Murray McKellen  (born 25 May 1939) is an English actor. With a career spanning more than seven decades, he is noted for his roles on the screen and stage in genres ranging from Shakespearean dramas and modern theatre to popular fantasy and science fiction. He is regarded as a British cultural icon and was knighted by Queen Elizabeth II in 1991. He has received numerous accolades, including a Tony Award, six Olivier Awards, and a Golden Globe Award as well as nominations for two Academy Awards, five BAFTA Awards and five Emmy Awards.
McKellen made his stage debut in 1961 at the Belgrade Theatre as a member of its repertory company, and in 1965 made his first West End appearance. In 1969, he was invited to join the Prospect Theatre Company to play the lead parts in Shakespeare's Richard II and Marlowe's Edward II. In the 1970s McKellen became a stalwart of the Royal Shakespeare Company and the National Theatre of Great Britain. He has earned five Olivier Awards for his roles in Pillars of the Community (1977), The Alchemist (1978), Bent (1979), Wild Honey (1984), and Richard III (1995). McKellen made his Broadway debut in The Promise (1965). He went on to receive the Tony Award for Best Actor in a Play for his role as Antonio Salieri in Amadeus (1980). He was further nominated for Ian McKellen: Acting Shakespeare (1984). He returned to Broadway in Wild Honey (1986), Dance of Death (1990), No Man's Land (2013), and Waiting for Godot (2013), the latter being a joint production with Patrick Stewart.McKellen achieved worldwide fame for his film roles, including the titular King in Richard III (1995), James Whale in Gods and Monsters (1998), Magneto in the X-Men films, and Gandalf in The Lord of the Rings (2001–2003) and The Hobbit (2012–2014) trilogies. Other notable film roles include A Touch of Love (1969), Plenty (1985), Six Degrees of Separation (1993), Restoration (1995), Mr. Holmes (2015), and The Good Liar (2019).
McKellen came out as gay in 1988, and has since championed LGBT social movements worldwide. He was awarded the Freedom of the City of London in October 2014. McKellen is a co-founder of Stonewall, an LGBT rights lobby group in the United Kingdom, named after the Stonewall riots. He is also patron of LGBT History Month, Pride London, Oxford Pride, GAY-GLOS, LGBT Foundation and FFLAG.",https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/McKellenRichmnd040219-5_%2846275370484%29_%28cropped%29.jpg/300px-McKellenRichmnd040219-5_%2846275370484%29_%28cropped%29.jpg,male,English actor
Ice Cube,"O'Shea Jackson Sr. (born June 15, 1969), better known as Ice Cube, is an American rapper, songwriter, actor, and film producer. His lyrics on N.W.A's 1988 album Straight Outta Compton contributed to gangsta rap's widespread popularity, and his political rap solo albums AmeriKKKa's Most Wanted (1990), Death Certificate (1991), and The Predator (1992) were all critically and commercially successful. He was inducted into the Rock and Roll Hall of Fame as a member of N.W.A in 2016.A native of Los Angeles, Ice Cube formed his first rap group called C.I.A. in 1986. In 1987, with Eazy-E and Dr. Dre, he formed the gangsta rap group N.W.A. As its lead rapper, he wrote some of Dre's and most of Eazy's lyrics on Straight Outta Compton, a landmark album that shaped West Coast hip hop's early identity and helped differentiate it from East Coast rap. N.W.A was also known for their violent lyrics, threatening to attack abusive police which stirred controversy. After a monetary dispute over the group's management by Eazy-E and Jerry Heller, Cube left N.W.A in late 1989, teaming with New York artists and launching a solo rap career.Ice Cube has also had an active film career since the early 1990s. He entered cinema by playing Doughboy in director John Singleton's feature debut Boyz n the Hood, a 1991 drama named after a 1987 rap song that Ice Cube wrote. He also co-wrote and starred in the 1995 comedy film Friday, which spawned a successful franchise and reshaped his public image into a bankable movie star. He made his directorial debut with the 1998 film The Players Club, and also produced and curated the film's accompanying soundtrack. As of 2020, he has appeared in about 40 films, including the 1999 war comedy Three Kings, family comedies like the Barbershop series, and buddy cop comedies 21 Jump Street, 22 Jump Street, and Ride Along. He was an executive producer of many of these films, as well as of the 2015 biopic Straight Outta Compton.",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Ice-Cube_2014-01-09-Chicago-photoby-Adam-Bielawski.jpg/300px-Ice-Cube_2014-01-09-Chicago-photoby-Adam-Bielawski.jpg,male,"American rapper, songwriter, actor, and film producer"
Idris Elba,"Idrissa Akuna Elba  (; born 6 September 1972) is an English  actor, rapper, singer, and DJ. An alumnus of the National Youth Music Theatre in London, he is known for roles including Stringer Bell in the HBO series The Wire (2002–2004), DCI John Luther in the BBC One series Luther (2010–2019), and Nelson Mandela in the biographical film Mandela: Long Walk to Freedom (2013). For Luther, he received four nominations each for a Golden Globe Award for Best Actor and a Primetime Emmy Award for Outstanding Lead Actor, winning one of the former.Elba appeared in American Gangster (2007), Obsessed (2009) and Prometheus (2012). He portrayed Heimdall in the Marvel Cinematic Universe (MCU), beginning with Thor (2011), and Bloodsport in The Suicide Squad (2021), set in the DC Extended Universe. He also starred in Pacific Rim (2013), Beasts of No Nation (2015), for which he received Golden Globe and BAFTA nominations for Best Supporting Actor, and Molly's Game (2017). One of his other prominent roles was that of Rufus Buck in the Western film The Harder They Fall (2021). Elba has also voiced characters in Zootopia, The Jungle Book, Finding Dory (all 2016) and Sonic the Hedgehog 2 (2022). He made his directorial debut with Yardie (2018).In 2016, Elba was named in the Time 100 list of the Most Influential People in the World. As of May 2019, his films have grossed over $9.8 billion at the global box office, including over $3.6 billion in North America, where he is one of the top 20 highest-grossing actors. Apart from acting, Elba performs as a DJ under the moniker DJ Big Driis or Idris and as an R&B singer.",https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Idris_Elba.jpg/300px-Idris_Elba.jpg,male,"English  actor, rapper, singer, and DJ"
Imelda Staunton,"Imelda Mary Philomena Bernadette Staunton  (born 9 January 1956) is an English actress and singer. After training at the Royal Academy of Dramatic Art, Staunton began her career in repertory theatre in 1976 and appeared in various theatre productions in the United Kingdom. 
Staunton has performed in a variety of plays and musicals in London throughout her career, winning four Laurence Olivier Awards; three for Best Actress in a Leading Role in a Musical for her roles in the musicals Into the Woods, Sweeney Todd, and Gypsy, and one for Best Performance in a Supporting Role in a Play for her work in both A Chorus of Disapproval and The Corn Is Green. Her other stage appearances include The Beggar's Opera, The Wizard of Oz, Uncle Vanya, Guys and Dolls, Entertaining Mr Sloane, and Good People. She has been nominated for 13 Olivier Awards.
On film, Staunton's roles in the 1990s include Antonia and Jane, Peter's Friends, Much Ado About Nothing, Sense and Sensibility, and Shakespeare in Love. She received the BAFTA Award for Best Actress in a Leading Role and an Academy Award for Best Actress nomination for playing the title role of Vera Drake. She gained a wider audience for her role as Dolores Umbridge in the Harry Potter films The Order of the Phoenix and The Deathly Hallows - Part 1. She also appeared in the films Nanny McPhee, Another Year, Pride, Finding Your Feet, and Downton Abbey, and provided voice roles for Chicken Run, Arthur Christmas, and Paddington.
On television, Staunton starred in the sitcoms Up the Garden Path and Is it Legal?. Her performance in My Family and Other Animals earned her a nomination for the International Emmy Award for Best Actress, while her roles in Return to Cranford and The Girl earned her BAFTA TV Award nominations for Best Actress in a Supporting Role. For the latter, she was also nominated for the Primetime Emmy Award for Outstanding Supporting Actress in a Miniseries or a Movie. She portrayed Queen Elizabeth II in the final two seasons of The Crown, gaining nominations for the British Academy Television Award for Best Actress and Golden Globe Award for Best Actress.",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Imelda_Staunton%2C_October_2019.jpg/300px-Imelda_Staunton%2C_October_2019.jpg,female,English actress and singer
Ioan Gruffudd,"Ioan Gruffudd (Welsh: [ˈjɔan ˈɡrɪfɪð] ; ; born 6 October 1973) is a British actor from Aberdare, Wales. He has been known for his roles in film and television series in the United Kingdom, the United States and Australia.
He first was noted for his portrayal of Harold Lowe in Titanic (1997), and for his portrayal of Horatio Hornblower in the Hornblower series of television films (1998–2003). Subsequent roles have included Lancelot in King Arthur (2004), Reed Richards / Mister Fantastic in Fantastic Four (2005) and its 2007 sequel, William Wilberforce in Amazing Grace (2006), and Tony Blair in W. (2008).",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Ioan_Gruffudd_at_the_2011_Comic-Con_International.jpg/300px-Ioan_Gruffudd_at_the_2011_Comic-Con_International.jpg,male,"British actor from Aberdare, Wales"
Irrfan Khan,"Irrfan Khan (Hindustani pronunciation: [ɪrfaːn xaːn]) (born Sahabzade Irfan Ali Khan; 7 January 1967 – 29 April 2020) was an Indian actor who worked in Indian cinema as well as British and American films. Widely regarded as one of the finest actors in world cinema, Khan's career spanned over 30 years and earned him numerous accolades, including a National Film Award, an Asian Film Award, and six Filmfare Awards. In 2011, he was awarded the Padma Shri, India's fourth highest civilian honour. In 2021, he was posthumously awarded the Filmfare Lifetime Achievement Award.
Khan made his film debut with a small role in Salaam Bombay! (1988), which was followed by years of struggle. He acted in a few Film and Television Institute of India student films such as Reconnaissance (1990), which was directed by Sandeep Chattopadhyay. After starring in the British film The Warrior (2001), he had his breakthrough with starring roles in the dramas Haasil (2003) and Maqbool (2004). He went on to gain critical acclaim for his roles in The Namesake (2006) for which he was nominated for the Independent Spirit Award for Best Supporting Male, Life in a... Metro (2007), and Paan Singh Tomar (2011). For portraying the title character in the last of these, he won the National Film Award for Best Actor. Further success came for his starring roles in The Lunchbox (2013), Piku (2015), and Talvar (2015) and he had supporting roles in the Hollywood films The Amazing Spider-Man (2012), Life of Pi (2012), Jurassic World (2015), and Inferno (2016). His other notable roles were in Slumdog Millionaire (2008), New York (2009), Haider (2014), and Gunday (2014), and the television series In Treatment (2010). His highest-grossing Hindi film release came with the comedy-drama Hindi Medium (2017), and his final film appearance was in its sequel Angrezi Medium (2020), both of which won him the Filmfare Award for Best Actor in 2018 and 2021.As of 2017, his films had grossed $3.643 billion (₹237 billion) at the worldwide box office. Khan was diagnosed with neuroendocrine cancer in March 2018, and died from the disease on 29 April 2020. Khan was described by Peter Bradshaw of The Guardian as ""a distinguished and charismatic star in Hindi and English-language movies whose hardworking career was an enormously valuable bridge between South Asian and Hollywood cinema"".
He was honored in the 'In memoriam' segment of 93rd Academy Awards.",https://upload.wikimedia.org/wikipedia/commons/3/3a/Irrfan_Khan_May_2015_%28cropped%29.jpg,male,Indian actor who worked in Indian cinema as well as British and American films
Isabelle Adjani,"Isabelle Yasmine Adjani (born 27 June 1955) is a French actress and singer of Algerian and German descent. 
She is the only performer to win five César Awards for acting—all in the Best Actress category—for Possession (1981), One Deadly Summer (1983), Camille Claudel (1988), La Reine Margot (1994), and Skirt Day (2009). She was made a Knight of the Legion of Honour in 2010 and a Commander of the Order of Arts and Letters in 2014.
Her portrayal of Adèle Hugo in The Story of Adèle H. (1975) earned Adjani her first nomination for the Academy Award for Best Actress, which made her, at 20, the youngest nominee in that category at the time. Her second Best Actress nomination came in 1990 for portraying Camille Claudel, making her the first French actress to receive two Academy Award nominations for foreign-language films. She won the Cannes Film Festival Award for her performances in Possession and Quartet (1981), becoming the only actress to win for two films in the same competition slate, and a Berlin Silver Bear for Camille Claudel. 
Her other notable film roles include The Slap (1974), The Tenant (1975), Barocco (1976), The Driver (1978), Nosferatu the Vampyre (1979), All Fired Up (1982), Subway (1985), Ishtar (1987), Diabolique (1996), Adolphe (2002), Bon voyage (2003), French Women (2014), The World Is Yours (2018) and Peter von Kant (2022).",https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Isabelle_Adjani_Cannes_2018.jpg/300px-Isabelle_Adjani_Cannes_2018.jpg,female,French actress and singer of Algerian and German descent
Isabelle Huppert,"Isabelle Anne Madeleine Huppert (French: [izabɛl ypɛʁ]; born 16 March 1953) is a French actress. Known for her portrayals of cold, austere women devoid of morality, she is considered one of the greatest actresses of her generation. With  16  nominations and two wins, Huppert is the most nominated actress at the César Awards. She is also the recipient of several accolades, including five Lumières Awards, a BAFTA Award, three European Film Awards, two Berlin International Film Festival, three Cannes Film Festival and Venice Film Festival honors, a Golden Globe Award, and an Academy Award nomination. In 2020, The New York Times ranked her first on its list of the greatest actresses of the 21st century.Huppert's first César Award nomination was for Best Supporting Actress in Aloïse (1975) and she won Best Actress for La Cérémonie (1995) and Elle (2016). For The Lacemaker (1977) she won the BAFTA Award for Most Promising Newcomer. She went on to win two Cannes Film Festival Awards for Best Actress for Violette Nozière (1978) and The Piano Teacher (2001) as well as the Volpi Cup for Best Actress twice for Story of Women (1988) and La Cérémonie. Huppert's other films in France include Loulou (1980), La Séparation (1994), 8 Women (2002), Gabrielle (2005), Amour (2012), Things to Come (2016), and Happy End (2017).
For her performance in Elle, Huppert was nominated for the Academy Award for Best Actress; she also won several critics awards as well as a Golden Globe and Independent Spirit Award. Huppert is among international cinema's most prolific actresses with her best known English-language films including Heaven's Gate (1980), The Bedroom Window (1987), I Heart Huckabees (2004), The Disappearance of Eleanor Rigby (2013), Louder Than Bombs (2015), Greta (2018), Frankie (2019), and Mrs. Harris Goes to Paris (2022).
Also a prolific stage actress, Huppert is the most nominated actress for the Molière Award, with nine nominations; she received an honorary award in 2017. In the same year she was awarded the Europe Theatre Prize. She made her London stage debut in the title role of the play Mary Stuart in 1996, and her New York stage debut in a 2005 production of 4.48 Psychosis. Huppert's recent credits include in Heiner Müller's Quartett (2009) in New York, Sydney Theater Company's The Maids (2014) and in Florian Zeller's The Mother (2019) in New York.",https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Isabelle_Huppert-68117.jpg/300px-Isabelle_Huppert-68117.jpg,female,French actress
Isla Fisher,"Isla Lang Fisher (; born 3 February 1976) is an Australian actress and writer. Born in Oman to Scottish parents who moved with her to Australia during her childhood, she began appearing in television commercials and came to prominence for her portrayal of Shannon Reed on the Australian soap opera Home and Away (1994–1997), for which she received two Logie Award nominations.
Fisher transitioned to Hollywood with her portrayal of Mary Jane in the live-action adaptation of Scooby-Doo (2002) and has since starred in films such as Wedding Crashers (2005), Confessions of a Shopaholic (2009), Bachelorette (2012), The Great Gatsby (2013), Now You See Me (2013), and Nocturnal Animals (2016). Her other notable credits include Swimming Pool (2001), I Heart Huckabees (2004), London (2005), Wedding Daze (2006), The Lookout (2007), Hot Rod (2007), Definitely, Maybe (2008), Burke & Hare (2010), Visions (2015), Grimsby (2016), Keeping Up with the Joneses (2016), Tag (2018), The Beach Bum (2019), Greed (2019), and Blithe Spirit (2020). She has also voiced characters in animated films such as Horton Hears a Who! (2008), Rango (2011), Rise of the Guardians (2012), and Back to the Outback (2021).
Fisher had a recurring role on the fourth and fifth seasons of the sitcom Arrested Development (2013–2019) and stars on the comedy drama series Wolf Like Me (2022–present). She has authored two young adult novels and the Marge in Charge book series. She is married to English comedian Sacha Baron Cohen, with whom she has three children.",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Isla_Fisher_2013.jpg/300px-Isla_Fisher_2013.jpg,female,Australian actress and writer
J.K Rowling,"Joanne Rowling  ( ""rolling""; born 31 July 1965), better known by her pen name J. K. Rowling, is a British author and philanthropist. She wrote Harry Potter, a seven-volume fantasy series published from 1997 to 2007. The series has sold over 600 million copies, been translated into 84 languages, and spawned a global media franchise including films and video games. The Casual Vacancy (2012) was her first novel for adults. She writes Cormoran Strike, an ongoing crime fiction series, under the alias Robert Galbraith.
Born in Yate, Gloucestershire, Rowling was working as a researcher and bilingual secretary for Amnesty International in 1990 when she conceived the idea for the Harry Potter series while on a delayed train from Manchester to London. The seven-year period that followed saw the death of her mother, the birth of her first child, divorce from her first husband, and relative poverty until the first novel in the series, Harry Potter and the Philosopher's Stone, was published in 1997. Six sequels followed, and by 2008, Forbes had named her the world's highest-paid author.
Rowling concluded the Harry Potter series with Harry Potter and the Deathly Hallows (2007). The novels follow a boy called Harry Potter as he attends Hogwarts (a school for wizards), and battles Lord Voldemort. Death and the divide between good and evil are the central themes of the series. Its influences include Bildungsroman (the coming-of-age genre), school stories, fairy tales, and Christian allegory. The series revived fantasy as a genre in the children's market, spawned a host of imitators, and inspired an active fandom. Critical reception has been more mixed. Many reviewers see Rowling's writing as conventional; some regard her portrayal of gender and social division as regressive. There were also religious debates over the Harry Potter series.
Rowling has won many accolades for her work. She has received an OBE and was made a Companion of Honour for services to literature and philanthropy. Harry Potter brought her wealth and recognition, which she has used to advance philanthropic endeavours and political causes. She co-founded the charity Lumos and established the Volant Charitable Trust, named after her mother. Rowling's charitable giving centres on medical causes and supporting at-risk women and children. In politics, she has donated to Britain's Labour Party and opposed Scottish independence and Brexit. She has publicly expressed her opinions on transgender people and related civil rights since 2017. These views have been described as transphobic by critics and LGBT rights organisations. They have divided feminists, fuelled debates on freedom of speech, and cancel culture, and prompted declarations of support for transgender people from the literary, arts, and culture sectors.",,female,British author and philanthropist
